"sim_id","true_n","true_preval","true_crate","true_recov","true_ptran","true_R0","abc_preval","abc_crate","abc_recov","abc_ptran","abc_R0"
642,8806,0.0180231461250223,4.44994554668665,0.242127360183746,0.233984897048783,4.30029902372044,0.0180231461250223,7.04142336637783,0.241184544806929,0.135089256976332,3.94395358699799
643,5241,0.0193211608128622,3.35695974063128,0.0885118249543011,0.0507827292781351,1.92602036839817,0.0193211608128622,4.60669112265779,0.0930967742284019,0.0369794390038413,1.82984700374173
644,6566,0.0152908151457086,3.75174284540117,0.155114574703621,0.0630770619281907,1.525639458769,0.0152908151457086,4.27253155078114,0.153105572881188,0.0518909055134962,1.44805657189933
645,6367,0.0105010597307701,3.31086630187929,0.161928275672719,0.0746969917338807,1.52729195537977,0.0105010597307701,4.06839429465466,0.166499315146272,0.0612682916391338,1.49708464523657
646,5349,0.0162886131568812,1.00517670437694,0.0793888122308999,0.324555916007944,4.10934534566477,0.0162886131568812,4.25204888261015,0.0770572096486555,0.0762132662101002,4.20547973260774
647,6340,0.0162385908523574,2.9663762152195,0.119121343720006,0.0893605529946805,2.22526887881104,0.0162385908523574,7.9454943810237,0.117486503208556,0.0329045424278352,2.22530120337671
648,8997,0.0153296511722729,1.76727249566466,0.106083358595148,0.222597429111976,3.70831315377727,0.0153296511722729,8.09410531688465,0.106748602982195,0.0519978914222387,3.94268775112433
649,6414,0.00986892846459523,4.77775598969311,0.0806733134670649,0.0448945753788619,2.65881389027927,0.00986892846459523,2.78566214421044,0.0826542910053565,0.0780143740123709,2.62928501045944
650,8304,0.0184536951079499,3.09375937562436,0.130020171910292,0.191745148367209,4.56247166709509,0.0184536951079499,7.87952546048154,0.128482645836693,0.0721570041319315,4.4252120393932
651,7874,0.0124185045487247,2.35359773598611,0.177913436302915,0.261825542167284,3.46366196996532,0.0124185045487247,4.52814008439262,0.175961364695806,0.140192929898929,3.60768528092073
652,6384,0.0130865807193331,4.43541096244007,0.197274486454204,0.0497750543366033,1.11911492270883,0.0130865807193331,4.66351458368139,0.186584101397347,0.0464060299125156,1.15988015938666
653,7838,0.016030461443821,1.22974857129157,0.090900249309605,0.25944266309469,3.50988304978237,0.016030461443821,4.35932024729972,0.0912948494940708,0.0714094946632164,3.40979647438948
654,6557,0.00829012638214044,2.70742641948164,0.119804559123004,0.168273911313095,3.80277041653171,0.00829012638214044,10.2070372138182,0.121902135520065,0.0438707276795225,3.67335771528355
655,5646,0.0163767414968461,3.31284500285983,0.224507607284933,0.16265543574444,2.4001513980329,0.0163767414968461,5.18470964720399,0.225182345546099,0.105319439467407,2.42492684104757
656,9670,0.01504740268155,3.31979825533926,0.080947732767323,0.0298387341961444,1.22373504901771,0.01504740268155,6.66296215490133,0.186056063817985,0.0319282446058307,1.14340097879958
657,5247,0.00712124876026064,4.59660828951746,0.135219088288955,0.0874306509008763,2.97209853855893,0.00712124876026064,5.75799623688818,0.132173924031684,0.0670240964619556,2.91982324074952
658,5727,0.00957198310922831,3.64990525040776,0.113836743202293,0.123730172218458,3.96711459332146,0.00957198310922831,17.912065830186,0.116793801611794,0.0250545580623594,3.84248896059464
659,9447,0.0117156680384651,2.98668310698122,0.128254649084294,0.171583424761553,3.99568608102854,0.0117156680384651,3.59620043978945,0.124092177107309,0.136491335919676,3.95552897615234
660,9180,0.0171544090104289,1.28099351748824,0.089109012969071,0.283979560789468,4.08237017053179,0.0171544090104289,3.41538873082457,0.0872466054483481,0.107535945848902,4.20964295084624
661,8589,0.0158193905290682,1.82487226556987,0.122987664467888,0.273495526294444,4.05808503520675,0.0158193905290682,3.25421264527309,0.122980102395319,0.156910642709663,4.1520586480106
662,7486,0.00788501259381883,1.52972156368196,0.088668354248628,0.144066384581548,2.48545782724395,0.00788501259381883,7.71828078250964,0.0823862695416573,0.0269525470911119,2.52502422321512
663,8955,0.00993268508464098,2.12462449446321,0.140574444857193,0.187576913048337,2.83501389219891,0.00993268508464098,3.23092994473345,0.137355314062955,0.123799515199402,2.91206469534847
664,7558,0.00925487384665757,3.11659468431026,0.190909042615443,0.0822288870843831,1.34238854730502,0.00925487384665757,5.47781982428918,0.196972166349985,0.0500946340794607,1.39313784650876
665,7136,0.00816202052519657,3.62751483172178,0.141714026923291,0.15254283405573,3.90470446026884,0.00816202052519657,6.77651811298872,0.1364421411552,0.0769282190752917,3.82070719170777
666,9969,0.0131124210963026,3.77468684501946,0.14014562094002,0.179040068295989,4.82227119188756,0.0131124210963026,5.6073397976169,0.140757708574567,0.123046973934896,4.9018004122734
667,8626,0.00830897996411659,3.65993235260248,0.0986242288064677,0.112291814167794,4.16713467449881,0.00830897996411659,13.9924966643668,0.0987815584289565,0.0300700064861789,4.25944348466573
668,8791,0.0126114970264025,3.93016200419515,0.0762727374576498,0.0681345822525032,3.51082123529632,0.0126114970264025,5.71608338695543,0.0758805477962293,0.0468485945297077,3.52910568875441
669,7611,0.0151238765311427,1.52714344207197,0.194175765519263,0.555679562507205,4.37027966650203,0.0151238765311427,5.74242257924727,0.19295104116312,0.144674304451119,4.30565695582155
670,7590,0.0163663972166833,2.50191093515605,0.0888707050578669,0.0523221202786017,1.47298578075133,0.0163663972166833,2.35010304269658,0.110212374421945,0.0641896913229603,1.36874275396979
671,5516,0.0157294481985737,2.85342647414654,0.139220526850782,0.170935069036576,3.50343920097221,0.0157294481985737,5.65340589179839,0.139653096857563,0.0804554864547587,3.25698127278016
672,9618,0.0120941184028052,2.91342936176807,0.177085698783631,0.235896326954699,3.88098694588989,0.0120941184028052,6.36493097414622,0.172993443197754,0.104770707326457,3.85481847125886
673,7842,0.0140878747703973,2.81867720279843,0.229632885920349,0.12964401729037,1.59134278416168,0.0140878747703973,6.69370509281317,0.253780397836442,0.0598073912765536,1.57747817793928
