"parameter","mean_true","mean_calib","mean_error_pct","rmse"
"contact_rate",10.0118638185086,9.91983248498016,-0.141774372070635,1.28308592917689
"recovery_rate",0.133657414858462,0.139528057998754,4.21228705687002,0.00962780675887559
"transmission_prob",0.0434170603470002,0.0446413096263173,5.21982127916157,0.00612245667917053
