"parameter","mean_true","mean_abc","mean_rnn","mean_abc_error_pct","mean_rnn_error_pct","rmse_abc","rmse_rnn"
"R0",4.11329095103716,4.2283524554205,2.59361585021019,-0.971959293554494,54.414361033199,0.97357320041112,4.10463744197548
"contact_rate",10.4363859663485,14.6559128424938,1.89513571977615,39.5339160105591,-80.2677476945001,13.7529918061942,8.96230312092158
"prevalence",0.09781,0.0987897960082914,0.097804,1.07447889697952,-0.00518103042701984,0.0145403438272476,2.44948974278291e-05
"recovery_rate",0.121617989093107,0.118480239939409,0.121617989093107,-3.23453953710834,0,0.0231691959071327,0
"rnn_true_contact_rate",10.4363859663485,14.6559128424938,1.67394331384817,39.5339160105591,-82.6281983549073,13.7529918061942,9.16855475078438
"transmission_prob",0.0502337185955061,0.0612714866142367,0.180559510141611,35.8847288565005,863.775334156692,0.0697772846978479,0.147548871682049
