"sim_id","parameter","true_value","abc_calibrated_value","abc_error_pct"
1,"contact_rate",9.0760210598819,9.60580106396795,5.83713943137262
1,"recovery_rate",0.1,0.0953660787305546,-4.63392126944537
1,"transmission_prob",0.00608721824330236,0.00672281131567786,10.4414372373592
2,"contact_rate",5.75824608793482,3.8814491244339,-32.5932052024201
2,"recovery_rate",0.1,0.100183496272886,0.183496272885858
2,"transmission_prob",0.132595046069154,0.194182330796808,46.4476513666538
3,"contact_rate",13.0532904784195,13.9921354065192,7.19240048822842
3,"recovery_rate",0.1,0.125453832926814,25.4538329268141
3,"transmission_prob",0.00465337323332187,0.00687119135709613,47.6604392678608
4,"contact_rate",11.828506749589,4.55660188505027,-61.4777927466745
4,"recovery_rate",0.1,0.0518188636783675,-48.1811363216325
4,"transmission_prob",0.00809432697440322,0.00252141412747921,-68.8496136188628
5,"contact_rate",14.8739988799207,9.23155120039874,-37.9349744818055
5,"recovery_rate",0.1,0.0944777333414682,-5.52226665853182
5,"transmission_prob",0.0135075053547777,0.0203865361331593,50.9274703041188
6,"contact_rate",6.1498884530738,2.03063268263357,-66.9809835068045
6,"recovery_rate",0.1,0.102353866990949,2.35386699094928
6,"transmission_prob",0.0222429370890231,0.0742165374864094,233.66338802008
7,"contact_rate",14.7284102672711,11.7605976951349,-20.1502573480804
7,"recovery_rate",0.1,0.102310854666719,2.31085466671914
7,"transmission_prob",0.0123762440047167,0.0160913101975149,30.01771936124
8,"contact_rate",5.39845417719334,3.15805153869564,-41.5008179186304
8,"recovery_rate",0.1,0.100510281921026,0.510281921025979
8,"transmission_prob",0.26779012993035,0.458216828457531,71.1104246361543
9,"contact_rate",11.6452735033818,8.03939085551707,-30.9643448633263
9,"recovery_rate",0.1,0.102117363977183,2.11736397718255
9,"transmission_prob",0.0466374354684672,0.0671588570157543,44.00203686406
10,"contact_rate",6.32883777143434,8.99172951013199,42.0755253155139
10,"recovery_rate",0.1,0.10030374381075,0.303743810749657
10,"transmission_prob",0.0622373077269925,0.0451684788220581,-27.4253972871188
11,"contact_rate",6.95470904931426,8.04279847853556,15.645362322218
11,"recovery_rate",0.1,0.100549496051324,0.549496051323595
11,"transmission_prob",0.0748921380291024,0.0631589238434524,-15.6668169642728
12,"contact_rate",8.61298971110955,12.1186159489744,40.7016187810266
12,"recovery_rate",0.1,0.0997104250822295,-0.289574917770499
12,"transmission_prob",0.176728659551624,0.150278646267674,-14.9664538570345
13,"contact_rate",9.18374428758398,8.02281625619204,-12.6411188621776
13,"recovery_rate",0.1,0.10659796985415,6.59796985415036
13,"transmission_prob",0.00495206484831715,0.00462729566508815,-6.55825788184841
14,"contact_rate",9.64360362617299,9.58269817301936,-0.631563215521768
14,"recovery_rate",0.1,0.104646195828615,4.6461958286152
14,"transmission_prob",0.018073321978924,0.0184592336358351,2.13525580610588
15,"contact_rate",10.6309166667052,6.17332712180493,-41.9304344550165
15,"recovery_rate",0.1,0.101728832946047,1.72883294604746
15,"transmission_prob",0.00223218423074164,0.0030150844277137,35.0732787280705
16,"contact_rate",13.8143616216257,4.73244022719636,-65.7426064495956
16,"recovery_rate",0.1,0.0593145204229066,-40.6854795770934
16,"transmission_prob",0.00726190427999617,0.00832069671122927,14.5800934632212
17,"contact_rate",9.61055474122986,9.71565976812836,1.09364162349119
17,"recovery_rate",0.1,0.0962207857865355,-3.77921421346454
17,"transmission_prob",0.0370578971460055,0.036822674243266,-0.634744334825106
18,"contact_rate",13.9755086740479,7.93257844603615,-43.2394295545985
18,"recovery_rate",0.1,0.0637830416940049,-36.2169583059951
18,"transmission_prob",0.00510727748760654,0.000801503035112763,-84.3066479732556
19,"contact_rate",12.5408208277076,19.0536668647963,51.9331718917407
19,"recovery_rate",0.1,0.100989132215444,0.989132215443625
19,"transmission_prob",0.0211222050986907,0.0147623125773557,-30.1099837427923
20,"contact_rate",13.2043320010416,7.42906905426705,-43.7376381199669
20,"recovery_rate",0.1,0.0962790240408084,-3.72097595919157
20,"transmission_prob",0.0162877751176306,0.0281300149007663,72.706307016218
21,"contact_rate",7.78178131440654,9.31934855896241,19.7585511907068
21,"recovery_rate",0.1,0.0997003274699002,-0.29967253009984
21,"transmission_prob",0.0326811951522204,0.0273950387144608,-16.1749177566429
22,"contact_rate",9.53424197388813,10.2178591108219,7.17012573003691
22,"recovery_rate",0.1,0.0989621905605114,-1.03780943948861
22,"transmission_prob",0.0763173006039924,0.0752611943365228,-1.38383598359922
23,"contact_rate",8.99996477644891,5.90193819158926,-34.4226523304464
23,"recovery_rate",0.1,0.0392953919069168,-60.7046080930832
23,"transmission_prob",0.009548931530634,0.0014119655398693,-85.2133661725444
24,"contact_rate",13.7965259677731,10.1469604049995,-26.4527865297286
24,"recovery_rate",0.1,0.0967140726993497,-3.28592730065026
24,"transmission_prob",0.0044762444102125,0.00614495690335225,37.2792980055468
25,"contact_rate",7.75918326806277,7.08502872704541,-8.68847297101773
25,"recovery_rate",0.1,0.0979483959668318,-2.05160403316819
25,"transmission_prob",0.0768627851837542,0.0839961751045841,9.28068102629416
26,"contact_rate",5.11463553644717,11.0048388295776,115.163695460929
26,"recovery_rate",0.1,0.11028974453837,10.2897445383697
26,"transmission_prob",0.0185956341170062,0.00893052760717052,-51.9751380836036
27,"contact_rate",11.160531505011,39.8762537462466,257.297085074688
27,"recovery_rate",0.1,0.0974712280572264,-2.52877194277359
27,"transmission_prob",0.00815944284823666,0.00166212645781401,-79.629412341883
28,"contact_rate",12.6282798801549,45.5031755018961,260.327581695457
28,"recovery_rate",0.1,0.100625976414558,0.625976414558457
28,"transmission_prob",0.215634575843762,0.0719883012354737,-66.6156037575195
29,"contact_rate",6.68666817247868,12.5309931201499,87.4026465336746
29,"recovery_rate",0.1,0.10076316349801,0.763163498010408
29,"transmission_prob",0.0732661422402519,0.0395727521443904,-45.9876677898166
30,"contact_rate",9.81954239774495,5.60284751160547,-42.9418675060443
30,"recovery_rate",0.1,0.102263314486158,2.26331448615831
30,"transmission_prob",0.05198987488385,0.0863918395576852,66.1705086821082
31,"contact_rate",7.84127060091123,8.67300786574185,10.6071746170062
31,"recovery_rate",0.1,0.0985902034706599,-1.4097965293401
31,"transmission_prob",0.022054911833218,0.0194484279620909,-11.8181559320559
32,"contact_rate",6.00089619401842,3.67825065294959,-38.7049778228792
32,"recovery_rate",0.1,0.0780320322382371,-21.9679677617629
32,"transmission_prob",0.011037956395244,0.0113082426849865,2.44869865457066
33,"contact_rate",13.3433180092834,7.53016913569356,-43.5659921283854
33,"recovery_rate",0.1,0.0962508942234458,-3.74910577655424
33,"transmission_prob",0.0109642277084947,0.0171899398466717,56.7820397724278
