"sim_id","true_preval","true_crate","true_recov","true_ptran","true_R0","abc_preval","abc_crate","abc_recov","abc_ptran","abc_R0"
1,0.0278,12.6309106312692,0.1,0.0133774963997647,1.68969961495554,0.0139340230881042,15.7437833411749,0.110757867142621,0.0124479185125881,1.8200078293392
2,0.06,11.2838516756892,0.1,0.0175783449005435,1.9835143656184,0.0509962745918363,13.5690028410003,0.105927163867611,0.0174458146032085,2.09559207407637
3,0.1466,9.41708962665871,0.1,0.22943708462719,21.6062958961353,0.109918620017949,6.68826844503897,0.099249692324907,0.463558104157218,28.1015193708934
4,0.2372,14.3974639102817,0.1,0.0194451243617319,2.79960476228974,0.243234648689535,10.5099403852393,0.0980619690181888,0.0236001956737516,2.56369369815118
5,0.0292,11.7264779028483,0.1,0.00337383576107665,0.395632105001046,0.031616257992216,8.29116893532743,0.0915257903944021,0.00309747691747641,0.284881129286348
6,0.323,7.86635790718719,0.1,0.0257682440381462,2.02702230243801,0.343742026659048,6.1216668055962,0.0977419902277749,0.0318699680901066,1.93064161885189
7,0.0564,14.300679510925,0.1,0.0168634538499782,2.41158848955812,0.0594460489488835,12.2814249648496,0.0986334944651571,0.0195906813539575,2.31549677898079
8,0.0792,10.8395100245252,0.1,0.0177688639064781,1.92605778438694,0.0779107600261569,11.9393904171742,0.0996748235773724,0.0164091604294836,1.98034762070333
9,0.058,12.0070285513066,0.1,0.0130657931027163,1.56881350829779,0.0562146411179668,6.01421127188572,0.0980980612352885,0.0265072487723094,1.5306432707234
10,0.2826,12.1704736794345,0.1,0.00601992207624381,0.732653031811721,0.272491190078257,12.3217715189221,0.118520094164402,0.0110368284625657,0.957507305797125
11,0.3006,10.8352493797429,0.1,0.0418528367485788,4.53485923420519,0.310118238911053,11.3509276437883,0.0987938539130083,0.0389898259917475,4.24494745404009
12,0.3308,9.31715130340308,0.1,0.00800527357057862,0.745863450822148,0.339721108634584,1.47170138035785,0.0793188886973601,0.0225253486777711,0.417127883682689
13,0.1284,9.59014131454751,0.1,0.0213499671684771,2.04749202206645,0.128143723853567,17.1109319969323,0.103129745287039,0.0119723173626908,2.04749202206645
14,0.233,11.5149418404326,0.1,0.0786174556830361,9.05275429832947,0.212863964300854,6.34081835635471,0.100664568945972,0.138131178553876,9.92226708296517
15,0.3868,9.41301138605922,0.1,0.0337654436247993,3.17834505295577,0.413066445996959,11.8612997435364,0.0996331420846041,0.0161749102693752,2.69831971543806
16,0.0294,9.4389259070158,0.1,0.146819872923392,13.8582190220138,0.0145128706901819,15.3661321203563,0.0985864794626772,0.109248460914392,17.5761595462314
17,0.2448,5.49388659652323,0.1,0.0454998824753288,2.49971194474591,0.246121062062444,7.39468184595364,0.100721403685637,0.0331519884810994,2.48732099160455
18,0.329,11.0628872876987,0.1,0.00417527679420327,0.461906165692147,0.330048728602681,22.9402528530418,0.0876664524661167,0.00110818740542865,0.363472075453942
19,0.3472,5.24461796274409,0.1,0.00499229578775085,0.261826841637697,0.3472,7.02807162005322,0.12300996714504,0.00903778271933497,0.459046676978584
20,0.1502,9.92671333020553,0.1,0.0511486059514586,5.07737548519774,0.117667979767624,5.77256205269107,0.102353155981328,0.0925219859242997,5.80227963614299
21,0.0978,9.51105916872621,0.1,0.0263714238626904,2.50820172721607,0.0976929979898956,39.7902350728902,0.0995242399936533,0.00611361271671925,2.48983367766002
