param_type,sim_id,coverage_95,coverage_90
abc,368,0.9166666666666666,0.9166666666666666
lstm,368,0.9166666666666666,0.9
abc,369,0.95,0.95
lstm,369,0.9166666666666666,0.9
abc,370,0.9,0.9
lstm,370,0.6166666666666667,0.5833333333333334
abc,371,0.7666666666666667,0.75
lstm,371,0.7666666666666667,0.7166666666666667
abc,372,1,1
lstm,372,0.85,0.85
abc,373,1,1
lstm,373,1,1
abc,374,1,1
lstm,374,0.8833333333333333,0.8833333333333333
abc,375,0.9,0.9
lstm,375,0.8833333333333333,0.8833333333333333
abc,376,0.95,0.95
lstm,376,0.9666666666666667,0.9666666666666667
abc,377,0.9166666666666666,0.9166666666666666
lstm,377,0.6166666666666667,0.5166666666666667
abc,378,0.9333333333333333,0.9333333333333333
lstm,378,0.9833333333333333,0.9833333333333333
abc,379,1,1
lstm,379,0.9833333333333333,0.9666666666666667
abc,380,0.95,0.95
lstm,380,0.9666666666666667,0.95
abc,381,0.8833333333333333,0.8833333333333333
lstm,381,0.9166666666666666,0.9166666666666666
abc,382,0.8166666666666667,0.8166666666666667
lstm,382,0.31666666666666665,0.3
abc,383,0.15,0.11666666666666667
lstm,383,0.9833333333333333,0.9833333333333333
abc,384,0.9833333333333333,0.9666666666666667
lstm,384,0.9833333333333333,0.9833333333333333
abc,385,0.9333333333333333,0.9333333333333333
lstm,385,0.9666666666666667,0.9666666666666667
abc,386,1,1
lstm,386,0.9166666666666666,0.9166666666666666
abc,387,0.9666666666666667,0.9666666666666667
lstm,387,0.9666666666666667,0.9666666666666667
abc,388,0.9166666666666666,0.9166666666666666
lstm,388,0.8833333333333333,0.8833333333333333
abc,389,0.9166666666666666,0.9166666666666666
lstm,389,0.8333333333333334,0.8333333333333334
abc,390,0.85,0.8333333333333334
lstm,390,0.43333333333333335,0.43333333333333335
abc,391,0.4666666666666667,0.21666666666666667
lstm,391,0.95,0.95
abc,392,0.8,0.7666666666666667
lstm,392,0.4,0.4
abc,393,0.9333333333333333,0.9333333333333333
lstm,393,0.85,0.8333333333333334
abc,394,0.8833333333333333,0.8833333333333333
lstm,394,0.95,0.9333333333333333
abc,395,0.9666666666666667,0.9666666666666667
lstm,395,1,1
abc,396,0.85,0.85
lstm,396,0.5666666666666667,0.55
abc,397,0.9833333333333333,0.9833333333333333
lstm,397,0.9833333333333333,0.9833333333333333
abc,398,0.2833333333333333,0.21666666666666667
lstm,398,0.6833333333333333,0.6333333333333333
abc,399,0.9666666666666667,0.9666666666666667
lstm,399,0.95,0.95
abc,400,1,1
lstm,400,1,1
abc,401,1,1
lstm,401,0.85,0.8333333333333334
abc,402,0.95,0.95
lstm,402,0.95,0.95
abc,403,0.9833333333333333,0.9833333333333333
lstm,403,0.9833333333333333,0.9833333333333333
abc,404,0.6,0.5666666666666667
lstm,404,0.45,0.45
abc,405,0.8833333333333333,0.8833333333333333
lstm,405,0.48333333333333334,0.4
abc,406,0.9666666666666667,0.9666666666666667
lstm,406,0.6666666666666666,0.65
abc,407,0.9333333333333333,0.9333333333333333
lstm,407,0.9166666666666666,0.9166666666666666
abc,408,0.9666666666666667,0.9666666666666667
lstm,408,0.95,0.95
abc,409,0.9,0.9
lstm,409,0.9333333333333333,0.9333333333333333
abc,410,0.9666666666666667,0.9666666666666667
lstm,410,0.5333333333333333,0.4666666666666667
abc,411,0.95,0.9333333333333333
lstm,411,0.75,0.7166666666666667
abc,412,0.8,0.7666666666666667
lstm,412,0.6333333333333333,0.6
abc,413,0.9833333333333333,0.9833333333333333
lstm,413,1,1
abc,414,0.85,0.85
lstm,414,0.8833333333333333,0.8833333333333333
abc,415,0.9666666666666667,0.95
lstm,415,0.9666666666666667,0.9666666666666667
abc,416,1,1
lstm,416,1,1
abc,417,0.9666666666666667,0.9666666666666667
lstm,417,0.9833333333333333,0.9833333333333333
abc,418,0.9833333333333333,0.9833333333333333
lstm,418,0.9833333333333333,0.9833333333333333
abc,419,0.9833333333333333,0.9833333333333333
lstm,419,0.7833333333333333,0.6833333333333333
abc,420,1,1
lstm,420,0.9833333333333333,0.9833333333333333
abc,421,1,1
lstm,421,1,1
abc,422,0.9666666666666667,0.9666666666666667
lstm,422,0.95,0.95
abc,423,0.9833333333333333,0.9833333333333333
lstm,423,0.7333333333333333,0.7166666666666667
abc,424,1,1
lstm,424,1,1
abc,425,0.8833333333333333,0.8833333333333333
lstm,425,0.9166666666666666,0.9166666666666666
abc,426,0.95,0.95
lstm,426,0.9833333333333333,0.9833333333333333
abc,427,0.9666666666666667,0.9666666666666667
lstm,427,0.5833333333333334,0.5166666666666667
abc,428,1,1
lstm,428,1,1
abc,429,0.9833333333333333,0.9833333333333333
lstm,429,0.75,0.75
abc,430,0.9833333333333333,0.9833333333333333
lstm,430,0.65,0.6333333333333333
abc,431,1,1
lstm,431,0.6333333333333333,0.5833333333333334
abc,432,0.9333333333333333,0.9333333333333333
lstm,432,0.9333333333333333,0.9166666666666666
abc,433,0.9,0.9
lstm,433,0.9166666666666666,0.9166666666666666
abc,434,0.9333333333333333,0.9333333333333333
lstm,434,0.6666666666666666,0.6333333333333333
abc,435,0.95,0.95
lstm,435,0.9833333333333333,0.9833333333333333
abc,436,0.85,0.85
lstm,436,0.5,0.36666666666666664
abc,437,0.9666666666666667,0.9666666666666667
lstm,437,0.9833333333333333,0.9833333333333333
abc,438,0.21666666666666667,0.2
lstm,438,0.8333333333333334,0.8333333333333334
abc,439,0.9,0.9
lstm,439,0.9,0.8833333333333333
abc,440,0.8666666666666667,0.85
lstm,440,0.5666666666666667,0.55
abc,441,0.85,0.85
lstm,441,0.5833333333333334,0.5166666666666667
abc,442,1,1
lstm,442,0.6833333333333333,0.65
abc,443,0.5666666666666667,0.5166666666666667
lstm,443,0.45,0.45
abc,444,0.7,0.7
lstm,444,0.5,0.5
abc,445,0.9333333333333333,0.9333333333333333
lstm,445,0.9833333333333333,0.9833333333333333
abc,446,0.9666666666666667,0.9666666666666667
lstm,446,0.9166666666666666,0.9166666666666666
abc,447,0.85,0.8333333333333334
lstm,447,0.9666666666666667,0.95
abc,448,0.8833333333333333,0.8833333333333333
lstm,448,0.5166666666666667,0.48333333333333334
abc,449,1,1
lstm,449,1,1
abc,450,0.85,0.8333333333333334
lstm,450,0.43333333333333335,0.43333333333333335
abc,451,0.8833333333333333,0.8833333333333333
lstm,451,0.5166666666666667,0.36666666666666664
abc,452,1,1
lstm,452,0.9,0.9
abc,453,1,1
lstm,453,1,1
abc,454,0.9166666666666666,0.9166666666666666
lstm,454,0.9333333333333333,0.9333333333333333
abc,455,0.9666666666666667,0.9666666666666667
lstm,455,0.9833333333333333,0.9833333333333333
abc,456,0.8833333333333333,0.8833333333333333
lstm,456,0.45,0.4166666666666667
abc,457,1,1
lstm,457,1,1
abc,458,0.48333333333333334,0.48333333333333334
lstm,458,0.03333333333333333,0.03333333333333333
abc,459,0.9833333333333333,0.9833333333333333
lstm,459,0.9666666666666667,0.9666666666666667
abc,460,0.9666666666666667,0.9666666666666667
lstm,460,0.4666666666666667,0.38333333333333336
abc,461,0.2,0.18333333333333332
lstm,461,0.8666666666666667,0.8666666666666667
abc,462,0.9333333333333333,0.9166666666666666
lstm,462,0.95,0.95
abc,463,1,1
lstm,463,0.95,0.95
abc,464,0.9166666666666666,0.9
lstm,464,0.9166666666666666,0.9166666666666666
abc,465,0.9833333333333333,0.9833333333333333
lstm,465,0.9833333333333333,0.9666666666666667
abc,466,0.9166666666666666,0.9166666666666666
lstm,466,0.9166666666666666,0.9166666666666666
abc,467,0.9833333333333333,0.9833333333333333
lstm,467,1,1
abc,468,1,1
lstm,468,0.7333333333333333,0.7166666666666667
abc,469,0.9,0.9
lstm,469,0.9833333333333333,0.9833333333333333
abc,470,0.16666666666666666,0.13333333333333333
lstm,470,0.85,0.85
abc,471,1,1
lstm,471,0.95,0.95
abc,472,0.9166666666666666,0.9166666666666666
lstm,472,0.9666666666666667,0.9666666666666667
abc,473,0.8,0.7833333333333333
lstm,473,0.5166666666666667,0.5166666666666667
abc,474,0.8833333333333333,0.8833333333333333
lstm,474,0.7666666666666667,0.7166666666666667
abc,475,0.7,0.7
lstm,475,0.55,0.55
abc,476,0.9166666666666666,0.9166666666666666
lstm,476,0.8333333333333334,0.8333333333333334
abc,477,1,1
lstm,477,0.9666666666666667,0.9666666666666667
abc,478,1,1
lstm,478,0.9833333333333333,0.9833333333333333
abc,479,0.95,0.95
lstm,479,0.9833333333333333,0.9833333333333333
abc,480,0.9833333333333333,0.9833333333333333
lstm,480,0.9833333333333333,0.9833333333333333
abc,481,1,1
lstm,481,1,1
abc,482,0.7666666666666667,0.7333333333333333
lstm,482,0.3333333333333333,0.3333333333333333
abc,483,0.8666666666666667,0.8666666666666667
lstm,483,0.8833333333333333,0.8833333333333333
abc,484,0.9166666666666666,0.9166666666666666
lstm,484,1,1
abc,485,0.8,0.8
lstm,485,0.38333333333333336,0.38333333333333336
abc,486,0.9666666666666667,0.9666666666666667
lstm,486,1,0.9833333333333333
abc,487,0.9166666666666666,0.9166666666666666
lstm,487,0.8833333333333333,0.8833333333333333
abc,488,1,1
lstm,488,0.9833333333333333,0.9833333333333333
abc,489,0.8333333333333334,0.8
lstm,489,0.3333333333333333,0.31666666666666665
abc,490,0.8666666666666667,0.8666666666666667
lstm,490,0.9,0.9
abc,491,0.6833333333333333,0.6833333333333333
lstm,491,0.43333333333333335,0.43333333333333335
abc,492,0.9,0.9
lstm,492,0.9333333333333333,0.9333333333333333
abc,493,0.9833333333333333,0.9833333333333333
lstm,493,0.9166666666666666,0.9166666666666666
abc,494,0.9666666666666667,0.9666666666666667
lstm,494,0.9666666666666667,0.9666666666666667
abc,495,0.15,0.1
lstm,495,0.9166666666666666,0.9166666666666666
abc,496,0.9333333333333333,0.9333333333333333
lstm,496,0.7333333333333333,0.7166666666666667
abc,497,1,1
lstm,497,0.9833333333333333,0.9833333333333333
abc,498,0.95,0.95
lstm,498,0.8166666666666667,0.8166666666666667
abc,499,0.8666666666666667,0.8666666666666667
lstm,499,0.9166666666666666,0.9166666666666666
abc,500,0.16666666666666666,0.13333333333333333
lstm,500,0.9,0.9
abc,501,1,1
lstm,501,0.9666666666666667,0.9666666666666667
abc,502,1,0.9833333333333333
lstm,502,0.9833333333333333,0.9833333333333333
abc,503,0.8,0.8
lstm,503,0.85,0.8333333333333334
abc,504,0.9833333333333333,0.9833333333333333
lstm,504,0.9666666666666667,0.9666666666666667
abc,505,0.7833333333333333,0.7833333333333333
lstm,505,1,1
abc,506,0.8666666666666667,0.85
lstm,506,0.9666666666666667,0.9666666666666667
abc,507,0.9833333333333333,0.9833333333333333
lstm,507,0.9833333333333333,0.9666666666666667
abc,508,0.95,0.95
lstm,508,0.5,0.5
abc,509,1,1
lstm,509,0.9833333333333333,0.9666666666666667
abc,510,1,0.9833333333333333
lstm,510,1,1
abc,511,1,1
lstm,511,0.8666666666666667,0.85
abc,512,0.9833333333333333,0.9833333333333333
lstm,512,1,1
abc,513,0.9833333333333333,0.9833333333333333
lstm,513,1,1
abc,514,0.8833333333333333,0.8833333333333333
lstm,514,0.95,0.95
abc,515,1,1
lstm,515,0.9833333333333333,0.9833333333333333
abc,516,0,0
lstm,516,0.9333333333333333,0.9333333333333333
abc,517,0.95,0.95
lstm,517,0.9166666666666666,0.9166666666666666
abc,518,0.9333333333333333,0.8833333333333333
lstm,518,0.5166666666666667,0.5166666666666667
abc,519,0.8833333333333333,0.8833333333333333
lstm,519,0.9166666666666666,0.9166666666666666
abc,520,0.9666666666666667,0.9666666666666667
lstm,520,0.9833333333333333,0.9833333333333333
abc,521,0.9666666666666667,0.9666666666666667
lstm,521,0.7333333333333333,0.7
abc,522,0.9666666666666667,0.9666666666666667
lstm,522,0.9,0.9
abc,523,0.65,0.6333333333333333
lstm,523,0.45,0.43333333333333335
abc,524,0.95,0.95
lstm,524,0.95,0.95
abc,525,0.9166666666666666,0.9166666666666666
lstm,525,0.48333333333333334,0.4166666666666667
abc,526,1,1
lstm,526,1,1
abc,527,0.9666666666666667,0.9666666666666667
lstm,527,0.9166666666666666,0.9166666666666666
abc,528,0.9,0.9
lstm,528,0.85,0.85
abc,529,0.9166666666666666,0.9
lstm,529,0.8166666666666667,0.8166666666666667
abc,530,0.8666666666666667,0.8666666666666667
lstm,530,0.5166666666666667,0.5166666666666667
abc,531,0.8,0.7833333333333333
lstm,531,0.55,0.55
abc,532,0.9,0.8833333333333333
lstm,532,0.6833333333333333,0.6666666666666666
abc,533,0.9833333333333333,0.9833333333333333
lstm,533,0.9333333333333333,0.9333333333333333
abc,534,1,1
lstm,534,0.9833333333333333,0.9833333333333333
abc,535,0.8833333333333333,0.8833333333333333
lstm,535,0.85,0.85
abc,536,0.9166666666666666,0.9166666666666666
lstm,536,0.8166666666666667,0.7333333333333333
abc,537,0.95,0.9333333333333333
lstm,537,0.8833333333333333,0.8333333333333334
abc,538,0.9833333333333333,0.9833333333333333
lstm,538,0.9833333333333333,0.9833333333333333
abc,539,1,1
lstm,539,0.9666666666666667,0.9666666666666667
abc,540,0.9333333333333333,0.9333333333333333
lstm,540,0.6,0.5666666666666667
abc,541,0.9666666666666667,0.9666666666666667
lstm,541,0.9,0.9
abc,542,0.8833333333333333,0.8833333333333333
lstm,542,0.8833333333333333,0.8333333333333334
abc,543,0.9,0.9
lstm,543,0.7333333333333333,0.7
abc,544,0.8833333333333333,0.8833333333333333
lstm,544,0.6166666666666667,0.6
abc,545,0.85,0.8333333333333334
lstm,545,0.8166666666666667,0.7666666666666667
abc,546,0.9666666666666667,0.9666666666666667
lstm,546,0.9666666666666667,0.9666666666666667
abc,547,0.9,0.9
lstm,547,0.95,0.95
abc,548,0.95,0.95
lstm,548,0.9333333333333333,0.9333333333333333
abc,549,0.9833333333333333,0.9833333333333333
lstm,549,0.9333333333333333,0.9333333333333333
abc,550,0.9333333333333333,0.9333333333333333
lstm,550,0.9333333333333333,0.9166666666666666
abc,551,0.5666666666666667,0.38333333333333336
lstm,551,0.6166666666666667,0.5333333333333333
abc,552,0.5333333333333333,0.5
lstm,552,0.9666666666666667,0.95
abc,553,0.9333333333333333,0.9333333333333333
lstm,553,0.9166666666666666,0.9166666666666666
abc,554,1,1
lstm,554,1,1
abc,555,0.95,0.95
lstm,555,0.9666666666666667,0.9666666666666667
abc,556,0.95,0.95
lstm,556,0.9833333333333333,0.9833333333333333
abc,557,0.21666666666666667,0.15
lstm,557,0.6666666666666666,0.5166666666666667
abc,558,0.9,0.9
lstm,558,0.6333333333333333,0.55
abc,559,1,1
lstm,559,0.85,0.8166666666666667
abc,560,0.16666666666666666,0.13333333333333333
lstm,560,0.9666666666666667,0.9666666666666667
abc,561,0.95,0.95
lstm,561,0.9333333333333333,0.9333333333333333
abc,562,0.9,0.9
lstm,562,0.45,0.38333333333333336
abc,563,0.95,0.95
lstm,563,0.8666666666666667,0.8333333333333334
abc,564,0.2,0.2
lstm,564,0.31666666666666665,0.31666666666666665
abc,565,0.9333333333333333,0.9333333333333333
lstm,565,1,1
abc,566,0.9666666666666667,0.9666666666666667
lstm,566,0.8833333333333333,0.8833333333333333
abc,567,0.9333333333333333,0.9333333333333333
lstm,567,0.9666666666666667,0.9666666666666667
abc,568,0.6666666666666666,0.65
lstm,568,0.3,0.3
abc,569,0.95,0.95
lstm,569,0.8833333333333333,0.8833333333333333
abc,570,0.95,0.95
lstm,570,0.95,0.95
abc,571,0.16666666666666666,0.16666666666666666
lstm,571,0.9666666666666667,0.9666666666666667
abc,572,0.9666666666666667,0.9666666666666667
lstm,572,0.85,0.8333333333333334
abc,573,1,1
lstm,573,0.75,0.75
abc,574,0.9833333333333333,0.9833333333333333
lstm,574,1,1
abc,575,0.9166666666666666,0.9166666666666666
lstm,575,0.9166666666666666,0.9166666666666666
abc,576,0.9,0.9
lstm,576,0.5833333333333334,0.55
abc,577,0.9333333333333333,0.9333333333333333
lstm,577,0.9333333333333333,0.9333333333333333
abc,578,0.9166666666666666,0.9166666666666666
lstm,578,0.9166666666666666,0.9166666666666666
abc,579,0.9833333333333333,0.9666666666666667
lstm,579,0.9666666666666667,0.9666666666666667
abc,580,0.9333333333333333,0.9333333333333333
lstm,580,0.9,0.9
abc,581,0.9833333333333333,0.9833333333333333
lstm,581,0.9666666666666667,0.9666666666666667
abc,582,1,1
lstm,582,0.9666666666666667,0.9666666666666667
abc,583,0.9333333333333333,0.9333333333333333
lstm,583,0.8166666666666667,0.7833333333333333
abc,584,0.9666666666666667,0.9666666666666667
lstm,584,0.9333333333333333,0.9333333333333333
abc,585,1,0.9833333333333333
lstm,585,0.9833333333333333,0.9833333333333333
abc,586,0.18333333333333332,0.13333333333333333
lstm,586,0.9333333333333333,0.9333333333333333
abc,587,0.9333333333333333,0.9333333333333333
lstm,587,0.95,0.95
abc,588,0.9833333333333333,0.9833333333333333
lstm,588,0.9833333333333333,0.9833333333333333
abc,589,0.8833333333333333,0.8833333333333333
lstm,589,0.9,0.9
abc,590,0.9833333333333333,0.9833333333333333
lstm,590,0.9833333333333333,0.9833333333333333
abc,591,0.95,0.95
lstm,591,0.9833333333333333,0.9833333333333333
abc,592,0.8166666666666667,0.8166666666666667
lstm,592,0.6833333333333333,0.6666666666666666
abc,593,1,1
lstm,593,0.9666666666666667,0.9666666666666667
abc,594,0.95,0.95
lstm,594,0.9,0.9
abc,595,0.8833333333333333,0.8833333333333333
lstm,595,0.9166666666666666,0.9166666666666666
abc,596,1,1
lstm,596,1,1
abc,597,0.85,0.85
lstm,597,0.8666666666666667,0.8666666666666667
abc,598,0.95,0.95
lstm,598,0.9333333333333333,0.9333333333333333
abc,599,0.95,0.95
lstm,599,0.95,0.95
abc,600,0.95,0.95
lstm,600,0.9833333333333333,0.9833333333333333
