"sim_id","parameter","true_value","abc_calibrated_value","abc_error_pct"
1,"contact_rate",1.97045755945146,5.7770119524602,193.181242333807
1,"recovery_rate",0.0976256732663605,0.0990951103996233,1.50517490338176
1,"transmission_prob",0.2004361655449,0.0659768663093848,-67.0833523830283
2,"contact_rate",2.10721226874739,4.67301614461184,121.762952594693
2,"recovery_rate",0.0841676047004294,0.0849918032048261,0.979234834269399
2,"transmission_prob",0.182801399276795,0.083905252144859,-54.100322822031
3,"contact_rate",4.75313540548086,16.8538318095636,254.583456430241
3,"recovery_rate",0.0903990055252798,0.092977361018587,2.85219453281069
3,"transmission_prob",0.094233208166763,0.0276087680024885,-70.7016575795343
4,"contact_rate",3.46769370883703,5.47068789982678,57.7615660196671
4,"recovery_rate",0.133681931109168,0.132588664059392,-0.817812131156878
4,"transmission_prob",0.0667304891759769,0.0441244396884485,-33.8766428459911
5,"contact_rate",3.04015418328345,7.06931226909452,132.531373177247
5,"recovery_rate",0.153850842585089,0.158926261667094,3.2989218627113
5,"transmission_prob",0.186252998232961,0.080291914475636,-56.8909412265092
6,"contact_rate",4.61897493340075,4.21579356744169,-8.72880610465263
6,"recovery_rate",0.198556740608532,0.214116203421214,7.83628033225969
6,"transmission_prob",0.0508693345650519,0.0617914970346873,21.4710150290407
7,"contact_rate",2.47445283364505,5.54803348794956,124.212537515897
7,"recovery_rate",0.219454897635849,0.21456825068374,-2.22672038981664
7,"transmission_prob",0.23077179744671,0.0933039824251407,-59.5687239699701
8,"contact_rate",1.09204781614244,3.69772858804111,238.605007343268
8,"recovery_rate",0.0925708493590355,0.0901907939679207,-2.57106357735112
8,"transmission_prob",0.18130770208997,0.0546910889758804,-69.8352092352144
9,"contact_rate",3.28558571916074,8.55168753181235,160.278935409933
9,"recovery_rate",0.167921257267939,0.165632808993443,-1.36281035035603
9,"transmission_prob",0.188128656292172,0.0662442750123038,-64.7877807039542
10,"contact_rate",1.42920621391386,5.96203794777369,317.157292609773
10,"recovery_rate",0.200739170278655,0.203017177772126,1.13480965887624
10,"transmission_prob",0.224489854918564,0.0547431840813679,-75.6144062272985
11,"contact_rate",1.59796523395926,4.60786720514622,188.358414014388
11,"recovery_rate",0.136743532120949,0.136925626362571,0.133164793097176
11,"transmission_prob",0.29114212012706,0.0995850029578542,-65.7950546920544
12,"contact_rate",4.7573002083227,7.4860224235156,57.3586298047601
12,"recovery_rate",0.185847411488416,0.183222683461215,-1.41230270907718
12,"transmission_prob",0.155418965389951,0.0830522676962575,-46.562333954626
13,"contact_rate",3.19439264666289,4.04068176701433,26.4929585671174
13,"recovery_rate",0.15245158517966,0.145674210288577,-4.44559161723155
13,"transmission_prob",0.0831520226693689,0.0630038847494693,-24.2304844465577
14,"contact_rate",1.22128327656537,4.26121129799349,248.912605270198
14,"recovery_rate",0.122082062189234,0.119869453176379,-1.81239485406602
14,"transmission_prob",0.417365115009066,0.117550447611044,-71.8351047119761
15,"contact_rate",4.05431515816599,7.78963973258813,92.1320723402235
15,"recovery_rate",0.216764438008424,0.214435734797774,-1.07430131623337
15,"transmission_prob",0.21249522511268,0.10458384913166,-50.7829650872381
16,"contact_rate",1.41847625002265,4.11387288108259,190.02056826943
16,"recovery_rate",0.0868449972700328,0.0889124275482989,2.38059801169402
16,"transmission_prob",0.158229381074121,0.0540686078731438,-65.8289708863768
17,"contact_rate",3.65555753093213,17.0444575539678,366.26150483868
17,"recovery_rate",0.230575380775845,0.225796804877615,-2.07245712102948
17,"transmission_prob",0.24763575806597,0.0517823862761802,-79.089293613895
18,"contact_rate",2.13656882662326,3.57592842614269,67.367808683901
18,"recovery_rate",0.210762711602729,0.218813200559269,3.81969319682849
18,"transmission_prob",0.115913392671481,0.0710716365622181,-38.6855695237499
19,"contact_rate",4.52026039361954,14.8850197186352,229.295625084913
19,"recovery_rate",0.185744664080907,0.189216864202978,1.86934044068099
19,"transmission_prob",0.111536145183002,0.0338256073308711,-69.6729636160797
20,"contact_rate",4.07329651620239,5.72760578051101,40.6135241499915
20,"recovery_rate",0.187903111527674,0.18010169841039,-4.15182753167698
20,"transmission_prob",0.134191549656879,0.0900213299513254,-32.9157982141906
21,"contact_rate",4.03336243610829,10.6749709531468,164.666791597505
21,"recovery_rate",0.246552411951823,0.250471529459528,1.58956770152005
21,"transmission_prob",0.156429965550836,0.0619376122464208,-60.4055322595512
22,"contact_rate",4.47303399723023,9.41356271248005,110.451400957584
22,"recovery_rate",0.0838195309862494,0.081822274779369,-2.38280527626441
22,"transmission_prob",0.0811169984145102,0.0395482677907255,-51.2454003923657
23,"contact_rate",4.88685130234808,9.09946583833252,86.203043132504
23,"recovery_rate",0.116974894449115,0.118002668965897,0.878628291670736
23,"transmission_prob",0.0570374026456617,0.0314133700029351,-44.9249640659708
24,"contact_rate",2.55378085188568,3.34106309131958,30.8281048803614
24,"recovery_rate",0.0803547938156407,0.0811190174598663,0.951061670295488
24,"transmission_prob",0.116306134494809,0.0921612067627055,-20.7598058666293
25,"contact_rate",4.87966394517571,4.15100101652407,-14.9326457075396
25,"recovery_rate",0.148209283550736,0.152237924764624,2.71821111159286
25,"transmission_prob",0.093436994426339,0.120115270688737,28.5521558416881
26,"contact_rate",4.65806868299842,4.58137551934176,-1.64645841175723
26,"recovery_rate",0.105485263320617,0.1036183697937,-1.76981453915816
26,"transmission_prob",0.0442650847965713,0.0443522415738436,0.196897346233129
27,"contact_rate",1.18423147127032,7.41484453694513,526.13135327262
27,"recovery_rate",0.0770062470757402,0.0747811241145469,-2.88953564897768
27,"transmission_prob",0.287402309298056,0.0438379161012229,-84.746846255936
28,"contact_rate",4.42329323012382,12.1131091068121,173.848204869587
28,"recovery_rate",0.147384236886632,0.152570759640077,3.51904848374965
28,"transmission_prob",0.0650199164535869,0.0229352376349249,-64.7258272758675
29,"contact_rate",1.93649972230196,5.21812264910283,169.461574871797
29,"recovery_rate",0.10691183895967,0.109438320111707,2.36314441564375
29,"transmission_prob",0.108310910425331,0.0427272299641253,-60.5513149170866
30,"contact_rate",4.98021170776337,5.13228692264989,3.05358936146133
30,"recovery_rate",0.208599911151221,0.213999571881115,2.58852494236182
30,"transmission_prob",0.190627451188818,0.178786391514346,-6.21162356241306
31,"contact_rate",1.08592538442463,11.9890024827021,1004.03556769735
31,"recovery_rate",0.125911723457975,0.126143374453434,0.183978893384295
31,"transmission_prob",0.450658451897246,0.0406793181494701,-90.9733595413084
32,"contact_rate",1.91380543541163,7.79996396392498,307.56305837575
32,"recovery_rate",0.247543131191516,0.246784361135626,-0.306520343440079
32,"transmission_prob",0.42337337241084,0.106029234566917,-74.9560927832686
33,"contact_rate",2.55846277344972,3.25809810829237,27.3459259248588
33,"recovery_rate",0.101820015283069,0.108375230171716,6.438041548534
33,"transmission_prob",0.193384318467649,0.155801091759379,-19.4344748354337
34,"contact_rate",1.4013153668493,4.49303067290555,220.629515610581
34,"recovery_rate",0.132902465027058,0.13454974200319,1.23946307225847
34,"transmission_prob",0.249603083394582,0.0795504102515233,-68.1292357571694
35,"contact_rate",1.0390455191955,5.64312308428274,443.106435669156
35,"recovery_rate",0.11178265671758,0.112067402760459,0.254731862026501
35,"transmission_prob",0.287618759190594,0.0534139936386456,-81.4288908731262
36,"contact_rate",1.86736999731511,8.15531617344903,336.727385851475
36,"recovery_rate",0.192039228214417,0.195555481806525,1.83100797936044
36,"transmission_prob",0.473117539974949,0.108124045478573,-77.1464728438733
37,"contact_rate",1.48856066260487,6.63823335189727,345.949803636545
37,"recovery_rate",0.147645152774174,0.143227335373202,-2.9921858713026
37,"transmission_prob",0.265226490404046,0.0568563960333336,-78.5630779388897
38,"contact_rate",2.61996751930565,3.67367302448092,40.2182659674548
38,"recovery_rate",0.0741132592214271,0.0845516600734712,14.0843905148705
38,"transmission_prob",0.0492361619362175,0.0457149925487174,-7.15159193777459
39,"contact_rate",1.73470426071435,2.35140977702902,35.5510463818602
39,"recovery_rate",0.166546907683369,0.122157990001856,-26.6525018680643
