param_type,sim_id,mean_bias,mean_abs_bias,mean_relative_bias,rmse
abc,64,1.0333333333333334,7.966666666666667,0.041182023690646406,13.04479461956633
lstm,64,-0.4,6.633333333333334,9.346400816911353e-4,9.370165420097983
abc,65,-0.2,10.2,0.0029042613065512527,14.35618333680648
lstm,65,-0.7666666666666667,10.233333333333333,-0.04425393496825315,15.522027358993197
abc,66,-0.45,6.316666666666666,0.041266535692443464,11.905880899790658
lstm,66,-0.3333333333333333,7.6,-0.13029101564198867,12.858201014657274
abc,67,-0.06666666666666667,8.666666666666666,0.45739618793363696,21.840329667841555
lstm,67,1.2166666666666666,27.783333333333335,0.6659916635761305,62.64516475089412
abc,68,-1.2833333333333334,28.083333333333332,0.2721164249805351,33.59141755468699
lstm,68,-2.683333333333333,15.716666666666667,0.05856787514374792,21.05508647967675
abc,69,1.35,9.883333333333333,0.028948375331382736,13.83052180264119
lstm,69,0.85,17.083333333333332,0.256065559812357,24.33892629787381
abc,70,-2.7333333333333334,12.1,-0.011107749652208116,20.068216994375295
lstm,70,1.3833333333333333,7.216666666666667,-0.017002969014937353,13.566502865514016
abc,71,6.966666666666667,41.333333333333336,0.831268301455027,85.04371424939843
lstm,71,5.883333333333334,23.383333333333333,0.4526846987635919,52.60085550635085
abc,72,-1.55,11.916666666666666,0.17161696325038941,19.4555047908469
lstm,72,-0.3,16.033333333333335,0.8121621069493632,23.011591282076374
abc,73,0.1,10.966666666666667,0.03250310331193804,14.23493355563465
lstm,73,2.433333333333333,7.466666666666667,0.11715008978696115,10.155458302476227
abc,74,-0.03333333333333333,7.8,0.0624925232264704,11.32401577768829
lstm,74,-1,9.533333333333333,-0.08311729300931031,14.961060568466841
abc,75,3.683333333333333,7.55,0.2654416769914124,14.87783586413024
lstm,75,4.883333333333334,29.883333333333333,0.8328001775130954,58.29279543820145
abc,76,0.65,5.116666666666666,0.1339350312557642,8.695784419284246
lstm,76,-1.65,9.016666666666667,-0.0608247861489444,19.276496915501358
abc,77,0.16666666666666666,6.8,0.02645136587011419,16.619265928433784
lstm,77,5.8,43.13333333333333,1.181882090901548,88.63182272750572
abc,78,1.7666666666666666,14.133333333333333,0.2154832825150868,26.461922328760117
lstm,78,4.9,59.86666666666667,2.8394898286895103,104.11676137875207
abc,79,-0.9166666666666666,7.783333333333333,-0.03538646536451742,15.328078809818274
lstm,79,-3.9833333333333334,23.65,-0.20204716796882743,46.39773701378118
abc,80,-4.833333333333333,17.6,0.023847185520921643,22.75814872377218
lstm,80,1.35,17.816666666666666,0.052432718540675015,23.249731181241643
abc,81,-0.75,6.516666666666667,0.07251406531730828,9.613358760946491
lstm,81,-1.4,9.666666666666666,-0.09543731846911006,16.165807537309522
abc,82,4.916666666666667,7.15,0.17826857957416786,9.656603957913983
lstm,82,4.683333333333334,7.55,0.21546534549728313,10.423531071570709
abc,83,-0.03333333333333333,7.7,-0.06374306838536743,20.42221013178218
lstm,83,2.3666666666666667,22.433333333333334,0.24719242896057964,49.26053186882984
abc,84,-0.6166666666666667,13.183333333333334,0.05090823136452942,30.538227409811025
lstm,84,0.16666666666666666,18.9,-0.06359522772083417,42.904156752774746
abc,85,-0.6666666666666666,17.233333333333334,0.11165631907159063,25.408659941051596
lstm,85,-5.2,21.3,0.4346410646726347,33.32916640621744
abc,86,13.616666666666667,18.216666666666665,0.4170870767268265,22.654285834399342
lstm,86,12.333333333333334,15.733333333333333,0.365051985116173,19.967473550752484
abc,87,-1.95,11.383333333333333,-0.039127421788684155,15.91173571089381
lstm,87,-0.95,7.783333333333333,-0.05649538688673592,10.842047777057616
abc,88,2.216666666666667,8.383333333333333,0.1287526797164945,12.706297651164952
lstm,88,-0.7833333333333333,18.383333333333333,0.7850595144694922,23.39408757214808
abc,89,0.38333333333333336,23.15,-0.03254081768658185,34.12892224101625
lstm,89,-10.066666666666666,64.93333333333334,5.500494190089646,84.04760555780278
abc,90,-1.5,10.4,0.07150231538101187,15.1942971758047
lstm,90,-14.6,42.63333333333333,1.8032303899668785,52.57819573422682
abc,91,-1.7166666666666666,7.316666666666666,-0.03260896335283636,9.519278684158094
lstm,91,2.4,8.433333333333334,0.13982022712332387,10.54197957374863
abc,92,-0.5,8.566666666666666,-0.00782858191470521,16.075861822413543
lstm,92,1.7,36.233333333333334,0.6474462435306365,59.58551278065276
abc,93,1.0666666666666667,8.4,0.23304720468184562,16.47422228816887
lstm,93,3.283333333333333,39.516666666666666,0.8893295260255734,69.88645553085853
abc,94,-0.3,5,-0.016287474115901902,10.295630140987
lstm,94,9.15,75.78333333333333,4.1216637667604425,137.61607222026552
abc,95,-0.31666666666666665,8.716666666666667,0.03266184277717089,13.906233614222556
lstm,95,-1.25,18.316666666666666,-0.028652499600736295,32.30144475613024
abc,96,-66.75,79.88333333333334,1.954761487138508,198.5324070943247
lstm,96,5.4,28.666666666666668,0.5643066311716041,69.79493773428939
abc,97,-0.16666666666666666,29.066666666666666,-0.05876568509877469,43.78165521463679
lstm,97,-1.6666666666666667,49.4,1.2112163805129197,66.47405508918499
abc,98,-37.11666666666667,37.11666666666667,-0.8388463792864431,40.93022518058425
lstm,98,-14.516666666666667,14.816666666666666,-0.3030238224726394,17.58076600530629
abc,99,-6.666666666666667,16.7,-0.03612486778477598,21.908141561224827
lstm,99,-39.36666666666667,47.766666666666666,-0.17976711670818538,60.12071190529932
abc,100,-0.65,10.016666666666667,0.19152406952910547,14.421627277576318
lstm,100,1.25,9.85,0.12547415778694063,13.887044321957067
abc,101,15.916666666666666,15.983333333333333,3.6260119047619046,17.675312349903937
lstm,101,-0.16666666666666666,2.466666666666667,0.08197450697450698,3.265986323710904
abc,102,0.35,3.95,0.015320401577859442,6.861729616746301
lstm,102,-1.0166666666666666,9.45,-0.09183325575692301,19.266118792671588
abc,103,2.0833333333333335,13.183333333333334,0.1937149604157168,29.57842682316511
lstm,103,4.183333333333334,28.516666666666666,0.5318982372281154,69.97106544851236
abc,104,-0.1,12.5,0.034484512673182546,15.21840990379744
lstm,104,1.3,24.833333333333332,0.011779473396010959,32.83544832443539
abc,106,-26.566666666666666,30.533333333333335,-0.40968018064926587,37.91042073098108
lstm,106,-18.5,21.733333333333334,-0.2278946248160044,28.94131994225557
abc,107,-0.8166666666666667,18.283333333333335,-0.03146124673761518,24.85256525994852
lstm,107,2.7,12,0.048241058588134246,16.035377555060354
abc,108,-0.6833333333333333,9.183333333333334,-0.12123541359786598,19.491451117519873
lstm,108,-1.25,9.983333333333333,-0.03082452315788043,18.555771788493914
abc,109,-0.26666666666666666,9.966666666666667,-0.11508312706562415,17.658803281460873
lstm,109,-10.283333333333333,44.05,2.4090500079121338,65.87829688144647
abc,110,-2.1,12.733333333333333,0.04884813043618345,24.779023386727733
lstm,110,-5.883333333333334,18.583333333333332,-0.27417935527260134,33.68802952583207
abc,111,-0.06666666666666667,9.666666666666666,0.19014914540509154,20.300246303924492
lstm,111,0.9333333333333333,17.466666666666665,0.28919124378982203,35.60524305960196
abc,112,0.18333333333333332,6.583333333333333,-0.07730685989967297,10.976490027933945
lstm,112,0.35,58.016666666666666,2.799142101845939,87.40146833244088
abc,113,-56.916666666666664,79.35,1.7293493000846696,146.64861631350863
lstm,113,1.55,85.28333333333333,8.55621494252501,130.88741981820357
abc,114,1.4166666666666667,8.016666666666667,0.1533244838121269,13.748333232310987
lstm,114,3.716666666666667,35.18333333333333,0.8958484505283721,55.656236547817954
abc,115,0.7166666666666667,7.15,0.26744459643129653,12.674778104566565
lstm,115,-0.6666666666666666,10.6,-0.20778252747348597,18.81488772222678
abc,116,-1.7166666666666666,4.783333333333333,-0.03177938523780438,11.13478034508689
lstm,116,1.9,14.4,0.21535663552577813,30.753861546153843
abc,117,-30.133333333333333,30.133333333333333,-0.8612390693478592,32.23610811910561
lstm,117,-4.233333333333333,6.8,-0.07705625902755187,8.729261137118078
abc,118,5.833333333333333,8,0.396649088262289,9.981649830230138
lstm,118,18.783333333333335,19.416666666666668,1.0706732821458849,22.143847904101943
abc,119,11.9,19.733333333333334,0.5637358098007453,23.67065694060898
lstm,119,11.4,14.366666666666667,0.3871515692703466,18.777646284878198
abc,120,2.966666666666667,9.4,0.08002160995444954,14.957718186051418
lstm,120,-21.433333333333334,59.93333333333333,2.0853018203254594,80.85274680965803
abc,121,1.15,11.883333333333333,0.11709107266539748,19.361904176328665
lstm,121,-1.3166666666666667,8.083333333333334,0.01753532494598156,14.288106942488918
abc,122,1,18.633333333333333,0.04705148310565526,38.99572626156188
lstm,122,2.0833333333333335,12.083333333333334,0.18763175517747716,25.090834980127703
abc,123,0.3333333333333333,8.033333333333333,0.05167989572509721,13.557285864065861
lstm,123,-0.2,32.766666666666666,2.480961056925637,44.00303019868821
abc,124,-0.5833333333333334,9.183333333333334,0.03547543147867137,13.453004621025494
lstm,124,-2.3833333333333333,8.083333333333334,-0.030455653575553628,11.636866703140784
abc,125,1.2333333333333334,8.966666666666667,0.4709869666750629,19.133739833080202
lstm,125,-3.25,10.85,-0.3474006111345084,24.716054161887033
abc,126,-0.7,11.6,0.04491575828614732,15.672693876080567
lstm,126,-29.083333333333332,41.95,0.028774761831193405,56.28750601450852
abc,127,3.1333333333333333,7.466666666666667,0.16445088895681204,9.72111104761179
lstm,127,16.633333333333333,17.6,0.5238380655945462,22.100527897164206
abc,128,0.7666666666666667,10.433333333333334,0.09794299781984755,16.838448067839664
lstm,128,-2.4166666666666665,29.283333333333335,-0.22909277113919008,47.371404876781945
abc,129,0.8833333333333333,9.016666666666667,-0.013546874055729984,16.93959857847877
lstm,129,-4.183333333333334,22.05,-0.20591225035576244,37.88953241551902
abc,130,0.6,12.5,0.6220441262488953,21.968158775828257
lstm,130,2.283333333333333,35.61666666666667,1.9535768496370856,56.4622292628739
abc,131,-1.3166666666666667,9.516666666666667,0.047107347897292,13.823289526495977
lstm,131,-12.066666666666666,38.03333333333333,0.4517474115629285,47.07122263124254
abc,132,0.7,6.033333333333333,0.09710623872735905,9.141480551128831
lstm,132,-0.2833333333333333,5.883333333333334,-0.007590071246705076,8.273451516749223
abc,133,1.25,13.516666666666667,0.2550970696363965,17.98471573308847
lstm,133,-0.9666666666666667,15.2,0.018149638220297214,21.65101999136915
abc,134,38.71666666666667,39.916666666666664,2.5835173691156617,48.07927481427592
lstm,134,2.216666666666667,4.65,0.15866504208909268,6.669582695591481
abc,135,6.3,6.866666666666666,0.28775882141421705,8.59263250310016
lstm,135,11.416666666666666,12.25,0.4290087114113394,14.548195764423848
abc,136,1.3666666666666667,12.166666666666666,0.5596839316538764,16.945009098059916
lstm,136,0.3333333333333333,15.966666666666667,0.5400072894833585,22.140460699813815
abc,137,-11.366666666666667,20.166666666666668,-0.1319746663420372,24.452675381915437
lstm,137,-4.933333333333334,12.2,0.05207511336899469,15.212933094355385
abc,138,-0.48333333333333334,9.316666666666666,0.17818204388826106,16.04420975513181
lstm,138,2.0166666666666666,13.283333333333333,0.3561171502723709,20.317069998730954
abc,139,-0.5166666666666667,9.15,0.0763060289498706,17.540904575686323
lstm,139,2.8333333333333335,21.666666666666668,0.38885354243031595,37.928441395167646
abc,140,0.4,9.133333333333333,0.08051541678264003,18.64403389827427
lstm,140,4.05,46.25,0.6695123564549021,87.17310365015118
abc,141,0.9166666666666666,7.816666666666666,0.07569789176689383,13.284702982503347
lstm,141,3.6,40.4,1.082171090094903,63.13952803117869
abc,142,8.916666666666666,11.883333333333333,0.18491427613700415,15.939991635296844
lstm,142,-8.233333333333333,9.833333333333334,-0.10698645772614235,12.69514342836136
abc,143,-2.5,10.566666666666666,-0.026776941458156185,13.838352503098047
lstm,143,-15.933333333333334,16.566666666666666,-0.22465206565760765,20.855854493802614
abc,144,4.383333333333334,23.316666666666666,0.5135048558048789,50.32014175920679
lstm,144,8.633333333333333,46.96666666666667,1.1794596322484407,100.10094904645011
abc,145,1.35,5.716666666666667,0.006743299198604874,12.028438524319494
